student_id,age,degree,cgpa,python_score,sql_score,statistics_score,ml_score,dl_score,genai_score,ml_projects,end_to_end_projects,deployed_projects,kaggle_competitions,best_competition_rank,hackathons_attended,hackathons_won,finalist_status,github_projects,internship_months,certifications,ml_interview_score,communication_score,dsa_score,resume_score,mock_interview_score,job_ready,career_track
S101088,22,B.Tech,6.56,6.2,6.1,8.9,8.3,6.9,1.4,4,1,0,1,439.0,2,0,0,4,4,1.0,7.0,4.0,0.0,4.7,1.0,0,5
S101089,24,B.Tech,6.99,6.2,10.0,8.7,1.4,4.2,7.3,2,0,0,0,,1,0,1,6,2,2.0,4.1,5.8,8.2,9.4,5.4,0,5
S101090,20,B.Tech,6.94,5.5,7.9,5.5,8.5,0.0,1.0,4,1,1,3,248.0,5,1,2,5,4,4.0,6.4,6.3,4.1,9.7,5.0,1,2
S101091,23,B.Sc,8.21,6.2,6.4,4.6,5.5,5.4,3.3,0,0,0,1,480.0,4,2,3,2,1,2.0,5.5,4.6,3.8,5.3,8.3,1,3
S101092,22,B.Tech,8.38,6.6,4.0,8.4,2.0,7.7,6.1,0,0,0,3,124.0,2,0,1,6,0,1.0,7.8,3.5,4.0,6.3,3.3,1,4
S101093,24,B.Tech,7.36,8.1,5.6,7.1,0.0,7.2,4.8,2,1,0,2,143.0,2,0,0,6,2,2.0,4.4,4.4,8.4,7.7,9.6,0,5
S101094,25,B.Sc,8.79,6.3,8.7,6.1,2.7,5.5,4.6,3,0,0,3,343.0,5,1,2,5,3,0.0,9.6,3.2,5.4,2.5,7.5,0,5
S101095,23,B.Tech,8.73,7.2,9.2,4.9,5.8,1.9,2.4,2,2,1,2,452.0,5,0,4,2,2,1.0,6.2,7.6,2.5,8.1,5.2,1,0
S101096,20,B.Tech,7.72,5.5,8.8,6.2,5.7,3.3,5.0,1,1,1,1,183.0,6,1,3,4,1,3.0,5.2,7.2,5.1,7.8,5.0,0,5
S101097,22,MCA,6.76,7.5,7.4,5.5,7.1,8.8,7.2,2,2,2,1,76.0,3,0,1,3,6,3.0,5.0,5.1,3.8,5.0,4.5,1,3
S101098,20,MCA,8.92,7.2,3.3,4.2,4.7,1.4,5.0,4,1,0,1,29.0,2,0,0,1,0,3.0,5.5,4.0,6.2,2.1,6.4,0,5
S101099,22,B.Tech,7.45,8.1,6.8,5.8,3.6,2.0,3.2,1,1,1,3,4.0,5,2,4,4,5,3.0,4.2,8.6,4.7,6.6,4.2,1,2
S101100,20,B.Tech,7.61,7.8,3.3,6.0,5.0,6.6,2.3,7,2,0,1,187.0,5,0,1,7,4,3.0,6.8,7.3,2.4,4.0,5.6,0,5
S101101,23,B.Tech,7.19,7.6,2.8,4.7,5.9,3.6,3.2,5,2,0,1,265.0,3,0,0,5,2,4.0,5.5,5.4,5.3,3.1,3.6,0,5
S101102,21,M.Tech,6.7,6.3,6.3,7.3,6.3,1.9,5.9,3,3,1,4,245.0,4,0,1,6,1,3.0,9.4,8.6,5.4,6.7,7.2,1,2
S101103,21,MCA,6.18,6.9,6.8,8.1,4.2,7.9,5.8,3,3,0,1,120.0,4,0,0,4,0,2.0,4.6,6.7,3.0,8.4,6.1,1,4
S101104,20,B.Tech,8.07,8.4,7.6,7.4,7.6,5.5,3.2,1,1,1,0,,1,0,1,6,0,1.0,5.3,7.1,1.6,5.6,4.9,0,5
S101105,25,M.Tech,6.79,5.3,6.8,4.9,4.6,3.7,0.1,3,1,1,4,439.0,1,0,0,6,2,2.0,4.6,4.6,6.1,8.1,5.3,0,5
S101106,25,B.Tech,10.0,5.4,6.9,7.0,4.1,2.0,5.9,4,2,1,0,,5,2,3,8,1,4.0,9.2,3.8,4.9,7.2,4.4,0,5
S101107,24,B.Tech,6.52,6.8,3.8,5.7,4.7,9.0,3.0,1,1,1,1,337.0,0,0,0,3,3,2.0,2.6,3.7,5.1,3.5,6.4,0,5
S101108,20,BCA,6.37,7.2,5.6,3.0,7.9,4.4,6.5,4,2,0,3,272.0,6,0,1,4,3,3.0,5.7,10.0,7.0,5.0,3.3,1,4
S101109,22,B.Tech,7.96,5.0,2.8,6.8,5.5,7.6,3.3,4,2,0,5,343.0,2,0,1,3,4,3.0,6.1,5.0,1.6,,7.6,1,3
S101110,25,B.Tech,8.88,6.4,1.8,5.8,4.4,6.5,2.8,1,0,0,2,8.0,4,0,1,5,1,2.0,3.2,6.6,5.6,5.0,6.1,0,5
S101111,23,B.Tech,7.56,6.3,7.3,10.0,7.7,3.4,5.3,2,2,0,1,336.0,3,0,1,5,5,3.0,10.0,7.3,6.8,7.5,4.9,1,0
S101112,20,B.Sc,8.02,2.5,4.3,8.4,10.0,3.4,10.0,1,1,1,0,,3,1,2,6,4,3.0,3.6,6.5,5.1,5.3,7.0,1,3
S101113,20,BCA,5.84,6.1,7.5,6.9,6.2,7.7,6.6,5,1,0,0,,2,1,2,1,1,1.0,5.6,6.2,2.7,7.3,6.6,1,0
S101114,21,BCA,6.89,6.2,8.0,6.0,8.3,7.7,5.3,4,1,0,4,420.0,4,1,2,4,1,2.0,8.9,6.2,4.2,6.8,3.7,1,3
S101115,25,B.Tech,6.53,6.2,4.6,5.8,7.9,0.4,5.8,2,1,0,2,373.0,2,0,1,2,2,2.0,4.7,7.4,4.6,5.6,8.4,0,5
S101116,21,B.Tech,5.79,9.0,7.0,3.5,4.6,5.7,1.1,2,0,0,2,492.0,7,3,4,4,1,1.0,5.8,4.6,2.3,7.2,0.8,0,5
S101117,25,M.Tech,7.61,4.3,4.5,2.0,5.9,4.2,2.5,0,0,0,1,335.0,5,2,5,2,2,1.0,4.8,5.7,6.2,2.1,8.0,0,5
S101118,24,B.Tech,5.48,5.0,2.1,3.8,3.2,2.2,0.0,0,0,0,2,223.0,3,0,0,5,2,0.0,5.4,2.4,5.5,4.0,5.5,0,5
S101119,25,MCA,6.31,1.8,6.0,5.4,5.4,5.1,8.8,1,1,0,2,417.0,6,0,2,2,1,2.0,7.7,3.1,4.2,,7.8,0,5
S101120,24,B.Sc,7.02,5.6,4.9,1.3,4.5,1.5,8.4,3,1,1,3,347.0,7,2,4,5,0,6.0,4.7,4.2,7.5,8.1,8.7,1,4
S101121,21,B.Tech,6.75,5.8,4.9,4.4,5.0,3.5,5.9,2,2,0,0,,0,0,0,5,2,4.0,0.2,8.0,4.5,3.4,4.9,0,5
S101122,24,MCA,7.86,5.6,9.8,5.0,4.3,2.7,5.3,2,0,0,1,289.0,0,0,0,4,4,2.0,5.4,6.0,8.5,5.9,5.0,0,5
S101123,21,B.Tech,7.78,8.5,2.7,5.1,5.2,3.4,1.6,3,0,0,1,175.0,4,0,2,3,3,5.0,5.6,7.8,5.0,6.6,6.4,1,1
S101124,21,B.Tech,8.3,8.0,6.6,4.2,6.9,4.3,4.5,2,1,1,4,307.0,1,0,0,2,0,3.0,5.9,7.2,3.6,6.4,3.5,1,1
S101125,21,B.Sc,8.18,6.6,3.8,4.8,5.6,2.3,8.9,4,1,0,1,233.0,2,0,0,4,2,4.0,5.1,7.0,3.7,5.8,5.1,1,4
S101126,20,B.Tech,8.53,5.8,7.6,8.9,2.1,8.0,5.3,1,1,0,1,66.0,6,1,4,4,2,1.0,3.8,4.8,5.7,4.9,5.0,1,0
S101127,20,B.Sc,7.5,8.3,6.4,6.8,4.3,5.6,3.8,3,3,1,0,,2,1,1,3,2,6.0,5.0,6.6,3.4,5.6,3.4,1,1
S101128,21,B.Sc,7.77,6.5,6.6,4.4,2.8,8.4,1.1,8,1,0,1,474.0,0,0,0,4,0,4.0,9.0,,5.8,7.8,4.9,1,3
S101129,20,BCA,7.96,5.0,3.9,5.4,6.3,4.1,8.0,1,1,0,3,166.0,4,1,2,7,4,2.0,5.4,10.0,4.7,4.8,7.3,1,4
S101130,22,BCA,7.63,3.4,4.3,5.4,6.8,3.3,4.8,3,0,0,0,,0,0,0,3,1,0.0,6.8,5.9,4.7,2.1,7.2,0,5
S101131,20,B.Tech,,5.7,7.7,4.0,6.3,8.4,1.1,3,1,1,0,,4,2,2,4,5,2.0,3.4,7.8,5.4,6.8,5.4,1,3
S101132,20,B.Tech,7.2,7.9,9.3,4.0,4.2,3.2,3.0,0,0,0,0,,3,0,2,4,2,2.0,4.9,6.3,7.5,8.7,5.9,1,0
S101133,25,M.Tech,6.76,10.0,6.8,7.5,6.3,4.1,2.2,3,0,0,1,193.0,1,0,0,3,4,2.0,3.5,5.2,4.4,4.1,5.2,0,5
S101134,20,BCA,7.88,6.6,4.0,4.7,4.9,6.1,4.7,0,0,0,2,479.0,2,0,1,6,0,1.0,8.1,8.1,5.9,8.4,2.3,1,4
S101135,20,B.Tech,7.42,5.1,6.5,3.3,3.5,1.8,5.5,5,3,0,2,56.0,6,1,4,3,2,2.0,2.4,9.9,6.4,6.9,3.8,1,4
S101136,20,B.Tech,6.9,4.4,10.0,5.4,7.3,6.1,3.9,2,1,1,2,334.0,3,1,3,5,1,5.0,6.2,7.0,3.1,3.9,7.7,1,3
S101137,20,B.Tech,6.9,7.5,6.0,5.7,7.4,5.8,6.7,2,1,0,0,,3,1,2,5,1,1.0,6.2,5.3,6.5,4.7,8.2,1,3
S101138,23,B.Tech,6.41,3.3,8.7,1.6,7.7,7.3,5.2,6,2,0,4,93.0,0,0,0,4,1,5.0,6.1,7.3,7.1,4.7,4.1,1,3
S101139,24,B.Sc,8.38,7.5,4.3,5.4,4.6,6.5,7.3,2,1,1,2,378.0,2,0,0,2,2,2.0,0.8,7.0,7.4,6.3,8.0,1,4
S101140,24,B.Tech,7.57,8.0,5.7,7.2,8.2,7.4,4.2,1,0,0,0,,1,0,0,6,3,2.0,1.5,10.0,3.3,5.7,3.4,0,5
S101141,23,M.Tech,6.72,7.3,7.0,6.4,4.8,4.3,10.0,1,1,0,1,169.0,2,0,1,4,2,0.0,5.7,7.8,3.4,8.0,4.8,1,4
S101142,20,MCA,8.23,6.1,6.6,10.0,7.1,2.6,3.8,3,1,1,1,89.0,5,1,1,6,1,8.0,3.7,4.8,5.4,7.5,5.6,1,0
S101143,24,MCA,7.0,7.5,4.3,8.0,4.8,9.1,3.0,4,2,1,1,472.0,5,0,3,6,2,1.0,4.2,8.8,5.3,3.2,5.3,0,5
S101144,20,B.Tech,6.23,6.8,4.2,8.4,5.4,1.1,2.7,1,1,1,1,99.0,4,0,1,2,0,1.0,4.7,7.9,5.5,3.4,4.4,0,5
S101145,23,B.Tech,8.42,5.1,7.8,10.0,1.0,1.4,4.5,1,1,1,1,474.0,4,1,2,3,3,0.0,3.4,8.2,4.8,7.1,6.1,0,5
S101146,22,M.Tech,7.02,9.8,8.2,7.0,5.2,5.7,1.2,5,0,0,4,324.0,1,0,0,5,2,2.0,3.0,7.3,5.9,5.1,7.4,1,1
S101147,25,MCA,7.13,5.9,8.8,5.8,6.0,8.1,5.6,2,2,0,1,428.0,3,0,2,5,4,2.0,5.5,8.3,0.4,5.7,2.9,1,3
S101148,21,B.Tech,7.54,7.9,9.4,7.4,5.0,4.9,0.8,2,2,0,0,,4,0,0,2,0,3.0,1.7,7.3,6.8,7.0,6.1,0,5
S101149,23,MCA,8.53,2.1,6.1,4.4,9.3,6.7,5.4,1,1,0,0,,5,0,1,3,1,3.0,4.5,6.0,8.4,7.5,7.7,1,3
S101150,22,B.Tech,7.52,8.8,5.2,5.7,3.5,0.1,2.0,2,1,1,1,328.0,2,0,0,4,2,1.0,4.2,6.7,4.4,3.8,5.0,0,5
S101151,23,MCA,,9.1,8.5,4.2,4.7,3.4,4.2,6,1,1,0,,1,0,1,4,1,2.0,5.5,6.3,5.9,2.0,4.7,0,5
S101152,25,B.Tech,7.99,6.6,7.2,6.3,4.0,0.4,6.3,3,2,1,4,275.0,2,0,0,5,2,2.0,10.0,7.1,8.9,5.8,4.1,1,0
S101153,24,B.Tech,7.06,7.5,3.8,4.2,4.7,6.2,10.0,2,0,0,1,229.0,1,0,0,4,5,3.0,3.5,6.6,5.6,4.5,9.8,1,4
S101154,22,B.Tech,,7.5,3.7,4.1,7.9,1.1,2.6,3,0,0,1,161.0,1,0,1,4,3,2.0,6.3,5.9,6.1,6.1,8.8,1,2
S101155,22,B.Tech,7.5,5.3,6.8,6.3,8.8,1.7,4.7,2,1,1,1,359.0,3,1,2,3,3,2.0,5.9,6.2,9.2,5.8,5.2,1,2
S101156,24,B.Tech,5.49,7.5,5.4,5.2,4.4,5.6,3.4,1,1,0,1,250.0,1,0,0,1,1,4.0,6.6,6.5,9.6,4.2,8.2,0,5
S101157,22,B.Tech,7.82,5.0,5.7,1.6,4.4,6.8,3.1,2,2,1,0,,6,1,1,8,0,2.0,5.1,3.3,3.4,9.8,4.7,0,5
S101158,21,B.Tech,9.25,5.4,7.9,2.6,3.5,4.2,3.4,1,1,1,0,,2,0,1,4,2,1.0,8.4,8.3,4.7,6.0,5.5,0,5
S101159,22,M.Tech,8.92,8.5,7.3,3.2,8.4,5.8,6.8,4,0,0,0,,2,0,0,4,0,1.0,6.9,7.1,7.3,5.0,3.7,1,4
S101160,20,B.Tech,9.15,8.3,8.5,3.7,8.0,5.7,3.9,4,2,2,2,165.0,4,0,0,4,2,3.0,6.9,5.4,6.5,6.2,2.1,1,2
S101161,21,B.Sc,6.58,5.2,1.9,6.3,5.6,4.0,9.9,2,0,0,0,,3,1,2,3,4,1.0,2.7,7.6,6.9,7.0,4.6,0,5
S101162,22,MCA,8.32,5.2,6.3,5.9,3.0,2.1,5.9,2,0,0,3,110.0,1,0,1,3,0,1.0,5.7,,0.3,4.9,4.9,0,5
S101163,24,B.Tech,6.85,5.3,7.2,7.6,3.2,5.7,2.8,5,1,1,1,474.0,2,0,1,2,4,2.0,4.5,5.6,1.6,10.0,6.7,1,0
S101164,24,B.Tech,7.7,7.8,2.7,7.0,6.1,5.8,4.2,4,2,1,3,404.0,3,0,1,2,3,4.0,3.8,7.2,9.1,3.3,7.1,1,3
S101165,21,MCA,6.35,4.7,4.5,7.6,6.9,6.5,3.2,6,0,0,1,276.0,1,0,0,5,2,2.0,4.2,9.1,7.0,3.4,5.6,0,5
S101166,22,MCA,6.92,7.1,4.1,6.7,1.7,5.2,6.8,7,0,0,1,90.0,3,0,0,4,0,4.0,5.4,7.0,6.2,3.1,3.8,0,5
S101167,20,B.Tech,6.89,7.8,5.8,5.9,5.2,1.9,1.4,1,1,0,1,452.0,5,1,5,5,1,0.0,6.4,5.1,3.0,6.0,4.5,0,5
S101168,24,MCA,,6.3,9.1,7.7,9.0,6.0,2.0,1,1,1,2,277.0,4,0,1,4,0,2.0,7.5,5.9,4.7,6.9,9.0,1,0
S101169,21,B.Tech,8.22,8.3,9.8,7.3,5.4,4.5,3.7,2,2,1,1,407.0,3,1,1,5,0,0.0,7.4,8.0,6.6,5.4,7.1,1,0
S101170,24,B.Tech,7.75,6.0,4.2,6.3,8.8,3.4,6.5,6,1,1,1,14.0,4,0,1,4,3,3.0,6.1,7.2,2.7,6.8,8.6,1,2
S101171,25,M.Tech,6.28,6.1,6.9,8.0,7.1,3.9,7.7,1,1,0,0,,2,1,1,3,1,2.0,5.6,8.2,4.1,6.8,9.4,0,5
S101172,24,B.Tech,7.22,4.7,6.9,0.8,3.6,3.0,8.0,4,0,0,0,,3,1,1,2,1,1.0,4.9,7.2,6.3,5.4,4.5,0,5
S101173,21,M.Tech,6.83,8.3,6.6,4.9,5.2,6.5,6.2,7,2,0,1,407.0,3,0,0,5,2,3.0,5.0,7.9,6.7,6.8,7.4,1,4
S101174,25,B.Tech,8.28,5.1,6.6,4.9,5.5,1.4,4.8,2,0,0,0,,3,0,2,1,4,1.0,3.9,,4.5,5.6,4.0,0,5
S101175,24,M.Tech,8.56,7.1,6.4,7.8,3.9,2.3,6.7,1,0,0,1,59.0,2,1,2,2,5,3.0,4.6,4.1,7.5,5.3,7.9,0,5
S101176,23,B.Tech,8.45,6.4,9.2,8.6,3.9,3.8,2.5,1,1,1,4,307.0,2,0,0,2,2,4.0,6.2,10.0,7.4,5.1,7.5,1,0
S101177,25,B.Tech,6.82,4.6,8.0,2.6,8.8,8.1,0.9,4,1,0,1,80.0,5,0,1,4,3,4.0,8.6,8.2,1.9,6.4,1.6,1,3
S101178,25,B.Tech,5.03,5.4,3.7,8.3,3.8,6.8,6.0,2,1,1,1,223.0,4,0,2,5,1,1.0,5.2,10.0,8.8,8.2,6.6,1,3
S101179,20,B.Tech,5.91,9.0,7.4,3.2,8.0,0.9,2.8,7,2,1,1,496.0,7,0,1,6,1,1.0,3.9,4.7,7.8,3.8,4.1,0,5
S101180,25,M.Tech,8.78,6.9,7.6,3.2,4.9,7.5,4.9,4,1,1,2,217.0,4,0,0,1,1,4.0,7.4,7.2,5.9,5.1,5.1,0,5
S101181,24,B.Tech,7.14,4.7,6.4,5.0,5.7,7.5,5.3,2,0,0,0,,0,0,0,7,0,2.0,1.5,6.8,5.2,6.3,4.5,0,5
S101182,21,B.Tech,6.82,7.0,8.1,4.9,6.9,1.9,5.5,1,1,1,1,21.0,5,1,3,2,2,5.0,7.6,8.1,7.1,9.2,7.6,1,0
S101183,21,B.Tech,8.98,6.2,6.2,2.4,4.6,0.0,7.1,1,1,0,0,,2,0,1,5,1,3.0,2.6,7.3,6.6,6.8,4.4,0,5
S101184,24,B.Tech,8.64,10.0,6.2,6.8,6.9,4.3,6.8,3,2,2,2,478.0,2,0,0,1,3,0.0,6.8,7.1,5.0,4.5,3.2,1,1
S101185,21,MCA,7.52,7.0,6.0,6.9,1.7,7.0,5.4,3,2,0,4,475.0,3,0,0,2,5,1.0,4.5,7.9,8.7,4.3,4.2,1,0
S101186,22,B.Tech,7.24,5.8,1.8,7.6,6.7,8.0,4.0,6,1,0,2,481.0,3,0,1,6,0,3.0,6.1,6.3,1.3,7.8,5.4,0,5
S101187,24,BCA,7.38,9.1,5.6,4.6,0.9,2.6,5.2,2,0,0,0,,2,0,0,4,1,3.0,9.7,5.6,4.2,5.4,6.6,0,5
S101188,23,B.Tech,7.7,3.2,4.5,5.4,5.3,8.4,3.7,8,2,1,0,,1,0,0,2,3,4.0,3.8,7.3,6.4,3.8,8.2,1,3
S101189,25,B.Sc,8.94,6.7,3.4,5.4,7.5,0.0,4.6,3,0,0,4,119.0,4,2,3,3,4,1.0,3.5,5.6,5.4,7.8,6.8,1,1
S101190,20,B.Tech,7.88,10.0,8.7,8.9,7.0,3.7,10.0,2,0,0,2,106.0,5,1,2,2,3,7.0,5.7,,6.9,6.6,7.0,1,1
S101191,21,B.Tech,8.15,6.3,6.8,0.0,3.2,3.6,5.4,1,0,0,1,39.0,5,1,2,1,6,5.0,8.6,3.9,2.7,3.9,7.3,0,5
S101192,25,MCA,8.55,3.4,5.7,3.6,3.5,7.0,6.0,3,1,1,0,,6,1,3,7,1,4.0,5.9,6.6,5.0,3.6,7.4,0,5
S101193,23,BCA,6.45,5.8,4.7,5.5,4.4,7.4,3.4,5,3,1,0,,2,0,1,10,2,4.0,5.6,4.8,7.8,2.1,7.9,1,3
S101194,21,MCA,8.18,9.1,6.4,3.3,6.2,6.6,7.2,4,4,1,1,361.0,3,0,1,4,3,,5.8,6.4,2.5,4.9,10.0,1,2
S101195,21,B.Tech,,7.2,7.8,5.0,1.7,1.5,6.7,0,0,0,0,,0,0,0,4,1,1.0,3.5,4.5,5.0,6.5,7.4,0,5
S101196,22,B.Tech,5.24,5.0,4.1,5.2,5.8,6.4,6.7,3,3,0,3,348.0,4,1,2,5,1,0.0,5.9,6.5,4.4,7.7,6.4,1,2
S101197,23,B.Sc,5.58,5.3,5.8,4.2,6.4,5.6,5.5,4,0,0,5,33.0,3,1,3,1,6,1.0,4.7,8.1,6.2,6.8,4.9,1,4
S101198,21,B.Tech,6.58,5.5,7.5,5.6,5.2,0.8,7.3,3,2,2,2,361.0,2,2,2,1,2,6.0,8.1,5.4,6.3,3.7,6.4,1,2
S101199,23,M.Tech,7.98,7.2,1.9,6.8,6.9,0.0,7.8,5,2,1,0,,2,0,0,4,1,3.0,7.1,4.8,5.7,5.5,8.1,0,5
